1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
2279, none, terralith:snowy_shield, CREATURE, minecraft:fox, 8, 2, 4
2280, none, terralith:snowy_shield, CREATURE, finsandtails:wherble, 5, 2, 6
2281, none, terralith:snowy_shield, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2282, none, terralith:snowy_shield, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2283, none, terralith:snowy_shield, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2284, none, terralith:snowy_shield, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2285, none, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
2286, none, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2287, jungle, terralith:tropical_jungle, MONSTER, minecraft:spider, 80, 4, 4
2288, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie, 80, 4, 4
2289, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
2290, jungle, terralith:tropical_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2291, jungle, terralith:tropical_jungle, MONSTER, minecraft:slime, 80, 4, 4
2292, jungle, terralith:tropical_jungle, MONSTER, minecraft:enderman, 5, 1, 4
2293, jungle, terralith:tropical_jungle, MONSTER, minecraft:witch, 5, 1, 1
2294, jungle, terralith:tropical_jungle, MONSTER, minecraft:ocelot, 5, 1, 3
2295, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2296, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
2297, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
2298, jungle, terralith:tropical_jungle, CREATURE, minecraft:parrot, 40, 1, 2
2299, jungle, terralith:tropical_jungle, CREATURE, minecraft:panda, 5, 1, 2
2300, jungle, terralith:tropical_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2301, jungle, terralith:tropical_jungle, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
2302, jungle, terralith:tropical_jungle, CREATURE, balloonbox:balloon, 5, 1, 1
2303, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2304, jungle, terralith:tropical_jungle, CREATURE, cnb:lizard, 30, 1, 4
2305, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2306, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2307, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2308, jungle, terralith:tropical_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2309, jungle, terralith:tropical_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2310, jungle, terralith:tropical_jungle, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
2311, jungle, terralith:tropical_jungle, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
2312, plains, terralith:birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
2313, plains, terralith:birch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
2314, plains, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
2315, plains, terralith:birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2316, plains, terralith:birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
2317, plains, terralith:birch_taiga, MONSTER, minecraft:enderman, 5, 1, 4
2318, plains, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
2319, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
2320, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2321, plains, terralith:birch_taiga, CREATURE, finsandtails:wherble, 5, 2, 6
2322, plains, terralith:birch_taiga, CREATURE, balloonbox:balloon, 5, 1, 1
2323, plains, terralith:birch_taiga, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2324, plains, terralith:birch_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2325, plains, terralith:birch_taiga, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2326, plains, terralith:birch_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2327, plains, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2328, plains, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2329, none, terralith:mirage_isles, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2330, none, terralith:mirage_isles, CREATURE, cnb:lizard, 10, 1, 4
2331, none, terralith:mirage_isles, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2332, none, terralith:mirage_isles, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2333, none, terralith:mirage_isles, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2334, none, terralith:mirage_isles, AMBIENT, minecraft:bat, 10, 8, 8
2335, none, terralith:mirage_isles, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2336, swamp, terralith:ice_marsh, MONSTER, minecraft:spider, 80, 4, 4
2337, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie, 80, 4, 4
2338, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie_villager, 5, 1, 1
2339, swamp, terralith:ice_marsh, MONSTER, minecraft:skeleton, 80, 4, 4
2340, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 80, 4, 4
2341, swamp, terralith:ice_marsh, MONSTER, minecraft:enderman, 5, 1, 4
2342, swamp, terralith:ice_marsh, MONSTER, minecraft:witch, 5, 1, 1
2343, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 5, 1, 1
2344, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
2345, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2346, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2347, swamp, terralith:ice_marsh, CREATURE, minecraft:frog, 18, 2, 5
2348, swamp, terralith:ice_marsh, CREATURE, finsandtails:mudhorse, 5, 2, 3
2349, swamp, terralith:ice_marsh, CREATURE, finsandtails:wherble, 5, 2, 6
2350, swamp, terralith:ice_marsh, CREATURE, environmental:duck, 10, 3, 4
2351, swamp, terralith:ice_marsh, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2352, swamp, terralith:ice_marsh, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2353, swamp, terralith:ice_marsh, CREATURE, environmental:slabfish, 16, 2, 4
2354, swamp, terralith:ice_marsh, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2355, swamp, terralith:ice_marsh, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2356, swamp, terralith:ice_marsh, AMBIENT, minecraft:bat, 10, 8, 8
2357, swamp, terralith:ice_marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2358, swamp, terralith:ice_marsh, WATER_AMBIENT, finsandtails:swamp_mucker, 5, 2, 4
2359, swamp, terralith:ice_marsh, WATER_AMBIENT, finsandtails:flatback_sucker, 5, 1, 1
2360, none, nullscape:shadowlands, MONSTER, minecraft:phantom, 5, 1, 1
2361, none, nullscape:shadowlands, MONSTER, minecraft:enderman, 5, 4, 4
2362, none, terralith:siberian_grove, MONSTER, minecraft:spider, 80, 4, 4
2363, none, terralith:siberian_grove, MONSTER, minecraft:zombie, 80, 4, 4
2364, none, terralith:siberian_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
2365, none, terralith:siberian_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2366, none, terralith:siberian_grove, MONSTER, minecraft:slime, 80, 4, 4
2367, none, terralith:siberian_grove, MONSTER, minecraft:enderman, 5, 1, 4
2368, none, terralith:siberian_grove, MONSTER, minecraft:witch, 5, 1, 1
2369, none, terralith:siberian_grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2370, none, terralith:siberian_grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2371, none, terralith:siberian_grove, CREATURE, minecraft:wolf, 8, 4, 4
2372, none, terralith:siberian_grove, CREATURE, minecraft:rabbit, 5, 2, 3
2373, none, terralith:siberian_grove, CREATURE, minecraft:fox, 8, 2, 4
2374, none, terralith:siberian_grove, CREATURE, finsandtails:wherble, 5, 2, 6
2375, none, terralith:siberian_grove, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2376, none, terralith:siberian_grove, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2377, none, terralith:siberian_grove, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2378, none, terralith:siberian_grove, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2379, none, terralith:siberian_grove, AMBIENT, minecraft:bat, 10, 8, 8
2380, none, terralith:siberian_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2381, none, terralith:skylands_winter, MONSTER, minecraft:spider, 80, 4, 4
2382, none, terralith:skylands_winter, MONSTER, minecraft:zombie, 80, 4, 4
2383, none, terralith:skylands_winter, MONSTER, minecraft:zombie_villager, 5, 1, 1
2384, none, terralith:skylands_winter, MONSTER, minecraft:stray, 80, 4, 4
2385, none, terralith:skylands_winter, MONSTER, minecraft:slime, 80, 4, 4
2386, none, terralith:skylands_winter, MONSTER, minecraft:enderman, 5, 1, 4
2387, none, terralith:skylands_winter, MONSTER, minecraft:witch, 5, 1, 1
2388, none, terralith:skylands_winter, MONSTER, minecraft:drowned, 5, 1, 1
2389, none, terralith:skylands_winter, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2390, none, terralith:skylands_winter, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2391, none, terralith:skylands_winter, CREATURE, minecraft:goat, 10, 4, 4
2392, none, terralith:skylands_winter, CREATURE, minecraft:rabbit, 5, 2, 3
2393, none, terralith:skylands_winter, CREATURE, finsandtails:wherble, 5, 2, 6
2394, none, terralith:skylands_winter, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2395, none, terralith:skylands_winter, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2396, none, terralith:skylands_winter, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2397, none, terralith:skylands_winter, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2398, none, terralith:skylands_winter, AMBIENT, minecraft:bat, 10, 8, 8
2399, none, terralith:skylands_winter, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2400, none, terralith:skylands_winter, WATER_CREATURE, minecraft:squid, 5, 1, 4
2401, none, terralith:skylands_winter, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
2402, none, terralith:skylands_winter, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2403, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:spider, 80, 4, 4
2404, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
2405, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2406, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
2407, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:slime, 80, 4, 4
2408, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
2409, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:witch, 5, 1, 1
2410, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:ocelot, 5, 1, 3
2411, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2412, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
2413, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
2414, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
2415, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:panda, 5, 1, 2
2416, jungle, terralith:amethyst_rainforest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2417, jungle, terralith:amethyst_rainforest, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
2418, jungle, terralith:amethyst_rainforest, CREATURE, balloonbox:balloon, 5, 1, 1
2419, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2420, jungle, terralith:amethyst_rainforest, CREATURE, cnb:lizard, 30, 1, 4
2421, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2422, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2423, jungle, terralith:amethyst_rainforest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2424, jungle, terralith:amethyst_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
2425, jungle, terralith:amethyst_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2426, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
2427, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
2428, jungle, terralith:amethyst_canyon, MONSTER, minecraft:spider, 80, 4, 4
2429, jungle, terralith:amethyst_canyon, MONSTER, minecraft:zombie, 80, 4, 4
2430, jungle, terralith:amethyst_canyon, MONSTER, minecraft:zombie_villager, 5, 1, 1
2431, jungle, terralith:amethyst_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
2432, jungle, terralith:amethyst_canyon, MONSTER, minecraft:slime, 80, 4, 4
2433, jungle, terralith:amethyst_canyon, MONSTER, minecraft:enderman, 5, 1, 4
2434, jungle, terralith:amethyst_canyon, MONSTER, minecraft:witch, 5, 1, 1
2435, jungle, terralith:amethyst_canyon, MONSTER, minecraft:ocelot, 5, 1, 3
2436, jungle, terralith:amethyst_canyon, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2437, jungle, terralith:amethyst_canyon, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
2438, jungle, terralith:amethyst_canyon, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
2439, jungle, terralith:amethyst_canyon, CREATURE, minecraft:parrot, 40, 1, 2
2440, jungle, terralith:amethyst_canyon, CREATURE, minecraft:panda, 5, 1, 2
2441, jungle, terralith:amethyst_canyon, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2442, jungle, terralith:amethyst_canyon, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
2443, jungle, terralith:amethyst_canyon, CREATURE, balloonbox:balloon, 5, 1, 1
2444, jungle, terralith:amethyst_canyon, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2445, jungle, terralith:amethyst_canyon, CREATURE, cnb:lizard, 30, 1, 4
2446, jungle, terralith:amethyst_canyon, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2447, jungle, terralith:amethyst_canyon, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2448, jungle, terralith:amethyst_canyon, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2449, jungle, terralith:amethyst_canyon, AMBIENT, minecraft:bat, 10, 8, 8
2450, jungle, terralith:amethyst_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2451, jungle, terralith:amethyst_canyon, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
2452, jungle, terralith:amethyst_canyon, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
2453, none, terralith:haze_mountain, MONSTER, minecraft:spider, 80, 4, 4
2454, none, terralith:haze_mountain, MONSTER, minecraft:zombie, 80, 4, 4
2455, none, terralith:haze_mountain, MONSTER, minecraft:zombie_villager, 5, 1, 1
2456, none, terralith:haze_mountain, MONSTER, minecraft:skeleton, 80, 4, 4
2457, none, terralith:haze_mountain, MONSTER, minecraft:slime, 80, 4, 4
2458, none, terralith:haze_mountain, MONSTER, minecraft:enderman, 5, 1, 4
2459, none, terralith:haze_mountain, MONSTER, minecraft:witch, 5, 1, 1
2460, none, terralith:haze_mountain, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2461, none, terralith:haze_mountain, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
2462, none, terralith:haze_mountain, CREATURE, minecraft:llama, 5, 4, 6
2463, none, terralith:haze_mountain, CREATURE, finsandtails:siderol_whiskered_snail, 5, 1, 2
2464, none, terralith:haze_mountain, CREATURE, finsandtails:wherble, 5, 2, 6
2465, none, terralith:haze_mountain, CREATURE, balloonbox:balloon, 5, 1, 1
2466, none, terralith:haze_mountain, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2467, none, terralith:haze_mountain, CREATURE, environmental:yak, 8, 2, 4
2468, none, terralith:haze_mountain, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2469, none, terralith:haze_mountain, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2470, none, terralith:haze_mountain, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2471, none, terralith:haze_mountain, AMBIENT, minecraft:bat, 10, 8, 8
2472, none, terralith:haze_mountain, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2473, none, terralith:moonlight_valley, MONSTER, minecraft:spider, 80, 4, 4
2474, none, terralith:moonlight_valley, MONSTER, minecraft:zombie, 80, 4, 4
2475, none, terralith:moonlight_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
2476, none, terralith:moonlight_valley, MONSTER, minecraft:skeleton, 80, 4, 4
2477, none, terralith:moonlight_valley, MONSTER, minecraft:creeper, 80, 4, 4
2478, none, terralith:moonlight_valley, MONSTER, minecraft:slime, 80, 4, 4
2479, none, terralith:moonlight_valley, MONSTER, minecraft:enderman, 5, 1, 4
2480, none, terralith:moonlight_valley, MONSTER, minecraft:witch, 5, 1, 1
2481, none, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 5, 2, 3
2482, none, terralith:moonlight_valley, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2483, none, terralith:moonlight_valley, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2484, none, terralith:moonlight_valley, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2485, none, terralith:moonlight_valley, CREATURE, friendsandfoes:moobloom, 32, 2, 4
2486, none, terralith:moonlight_valley, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2487, none, terralith:moonlight_valley, AMBIENT, minecraft:bat, 10, 8, 8
2488, none, terralith:moonlight_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2489, plains, terralith:blooming_plateau, MONSTER, minecraft:spider, 80, 4, 4
2490, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie, 80, 4, 4
2491, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
2492, plains, terralith:blooming_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
2493, plains, terralith:blooming_plateau, MONSTER, minecraft:creeper, 80, 4, 4
2494, plains, terralith:blooming_plateau, MONSTER, minecraft:slime, 80, 4, 4
2495, plains, terralith:blooming_plateau, MONSTER, minecraft:enderman, 5, 1, 4
2496, plains, terralith:blooming_plateau, MONSTER, minecraft:witch, 5, 1, 1
2497, plains, terralith:blooming_plateau, CREATURE, minecraft:donkey, 5, 1, 2
2498, plains, terralith:blooming_plateau, CREATURE, minecraft:rabbit, 5, 2, 6
2499, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2500, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2501, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2502, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2503, plains, terralith:blooming_plateau, AMBIENT, minecraft:bat, 10, 8, 8
2504, plains, terralith:blooming_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2505, nether, incendium:ash_barrens, MONSTER, minecraft:ghast, 20, 1, 1
2506, nether, incendium:ash_barrens, MONSTER, minecraft:magma_cube, 80, 2, 7
2507, nether, incendium:ash_barrens, MONSTER, minecraft:piglin, 80, 1, 1
2508, nether, incendium:ash_barrens, MONSTER, minecraft:zombified_piglin, 5, 1, 4
2509, nether, incendium:ash_barrens, CREATURE, minecraft:strider, 60, 1, 2
2510, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
2511, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:bonefish, 8, 1, 5
2512, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 5, 1, 2
2513, none, terralith:windswept_spires, MONSTER, minecraft:spider, 80, 4, 4
2514, none, terralith:windswept_spires, MONSTER, minecraft:zombie, 80, 4, 4
2515, none, terralith:windswept_spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
2516, none, terralith:windswept_spires, MONSTER, minecraft:skeleton, 80, 4, 4
2517, none, terralith:windswept_spires, MONSTER, minecraft:creeper, 80, 4, 4
2518, none, terralith:windswept_spires, MONSTER, minecraft:slime, 80, 4, 4
2519, none, terralith:windswept_spires, MONSTER, minecraft:enderman, 5, 1, 4
2520, none, terralith:windswept_spires, MONSTER, minecraft:witch, 5, 1, 1
2521, none, terralith:windswept_spires, CREATURE, minecraft:llama, 5, 4, 6
2522, none, terralith:windswept_spires, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2523, none, terralith:windswept_spires, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2524, none, terralith:windswept_spires, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2525, none, terralith:windswept_spires, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2526, none, terralith:windswept_spires, AMBIENT, minecraft:bat, 10, 8, 8
2527, none, terralith:windswept_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2528, plains, terralith:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
2529, plains, terralith:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
2530, plains, terralith:lavender_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2531, plains, terralith:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2532, plains, terralith:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
2533, plains, terralith:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
2534, plains, terralith:lavender_forest, MONSTER, minecraft:enderman, 5, 1, 4
2535, plains, terralith:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
2536, plains, terralith:lavender_forest, CREATURE, minecraft:rabbit, 5, 2, 3
2537, plains, terralith:lavender_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2538, plains, terralith:lavender_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2539, plains, terralith:lavender_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2540, plains, terralith:lavender_forest, CREATURE, friendsandfoes:moobloom, 32, 2, 4
2541, plains, terralith:lavender_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2542, plains, terralith:lavender_forest, AMBIENT, minecraft:bat, 10, 8, 8
2543, plains, terralith:lavender_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2544, none, terralith:red_oasis, MONSTER, minecraft:spider, 80, 4, 4
2545, none, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
2546, none, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
2547, none, terralith:red_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
2548, none, terralith:red_oasis, MONSTER, minecraft:creeper, 80, 4, 4
2549, none, terralith:red_oasis, MONSTER, minecraft:slime, 80, 4, 4
2550, none, terralith:red_oasis, MONSTER, minecraft:enderman, 5, 1, 4
2551, none, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
2552, none, terralith:red_oasis, MONSTER, minecraft:husk, 80, 4, 4
2553, none, terralith:red_oasis, CREATURE, minecraft:rabbit, 5, 2, 3
2554, none, terralith:red_oasis, CREATURE, friendsandfoes:mauler, 16, 1, 1
2555, none, terralith:red_oasis, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2556, none, terralith:red_oasis, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2557, none, terralith:red_oasis, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2558, none, terralith:red_oasis, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2559, none, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
2560, none, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2561, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
2562, none, terralith:alpha_islands, MONSTER, minecraft:zombie, 80, 4, 4
2563, none, terralith:alpha_islands, MONSTER, minecraft:skeleton, 80, 4, 4
2564, none, terralith:alpha_islands, MONSTER, minecraft:creeper, 80, 4, 4
2565, none, terralith:alpha_islands, MONSTER, minecraft:slime, 80, 4, 4
2566, none, terralith:alpha_islands, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2567, none, terralith:alpha_islands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2568, none, terralith:alpha_islands, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2569, none, terralith:alpha_islands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2570, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2571, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
2572, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:spider, 80, 4, 4
2573, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2574, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2575, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2576, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:slime, 80, 4, 4
2577, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2578, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:witch, 5, 1, 1
2579, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2580, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2581, extreme_hills, terralith:emerald_peaks, CREATURE, finsandtails:wherble, 5, 2, 6
2582, extreme_hills, terralith:emerald_peaks, CREATURE, balloonbox:balloon, 5, 1, 1
2583, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:drygmy, 5, 1, 2
2584, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
2585, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
2586, extreme_hills, terralith:emerald_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
2587, extreme_hills, terralith:emerald_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2588, extreme_hills, terralith:emerald_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2589, nether, incendium:withered_forest, MONSTER, minecraft:wither_skeleton, 50, 1, 3
